gene_id,is_de,timing_group,effect_stratum,effect_type,true_tau,true_kappa,true_delta1,true_delta2,target_abs_mean_posttau_log2fc,true_abs_mean_posttau_log2fc,true_r
gene_0241,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.736613790042803
gene_0242,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.81811592735848
gene_0243,True,middle,strong,branch1_only,0.44624365946085304,12.0,2.3051894625021987,0.0,2.633088952175517,2.6330889521755174,23.83297660200451
gene_0244,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.84364101071288
gene_0245,True,late,strong,branch1_only,0.6236351030709713,12.0,2.4054575637389997,0.0,2.4217663959492457,2.4217663959492457,36.6721909235045
gene_0246,True,early,weak,branch2_only,0.2723249122692612,12.0,0.0,0.5351032251258414,0.6494306333576809,0.6494306333576809,27.257417369863866
gene_0247,True,early,moderate,symmetric,0.21399685009441957,20.0,0.48604381458462126,-0.4641210626545899,1.2498209202307802,1.2498209202307802,39.16100022688624
gene_0248,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.49641555748253
gene_0249,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.33827005279881
gene_0250,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.79056494912956
gene_0251,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.23462703368965
gene_0252,True,late,strong,branch2_only,0.6195131386198719,20.0,0.0,2.385200496371941,2.81457275750176,2.8145727575017596,33.41578632078757
gene_0253,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.30926793715367
gene_0254,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.66160795598738
gene_0255,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.649077362699856
gene_0256,True,early,weak,symmetric,0.33725651896664655,20.0,0.19606021755725006,-0.23095178918409098,0.5515825851585099,0.5515825851585099,33.13629070611141
gene_0257,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.00787063015958
gene_0258,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.992319756510675
gene_0259,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.732718988327402
gene_0260,True,middle,weak,branch2_only,0.5216181667402277,20.0,0.0,-0.42704442925669217,0.5268103054079385,0.5268103054079385,27.117183786398087
gene_0261,True,middle,strong,symmetric,0.41956958766265295,24.0,1.0877061421715593,-1.1570294224460684,2.9159971469634733,2.915997146963473,27.87911255048806
gene_0262,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.550702843847276
gene_0263,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.17150565196215
gene_0264,True,middle,moderate,symmetric,0.45032162393425523,16.0,0.551473938030769,-0.662862869002336,1.4757654579028214,1.4757654579028214,24.50390973383599
gene_0265,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.50172991729945
gene_0266,True,early,moderate,symmetric,0.32860882532319546,20.0,0.35746433714164644,-0.41829730059991693,1.0035784118958868,1.0035784118958868,32.9292166162804
gene_0267,True,middle,moderate,symmetric,0.4755169881490377,24.0,0.5242340385025575,-0.5354645526670545,1.3603689815069027,1.3603689815069027,30.510518311878243
gene_0268,True,early,moderate,symmetric,0.2597689087856543,28.0,-0.6092916262234812,0.6894412741671682,1.7481891754023882,1.7481891754023884,34.86247883532739
gene_0269,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.76779837147965
gene_0270,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.100698920404632
gene_0271,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.668250292900495
gene_0272,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.696997417095336
gene_0273,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.225901581943006
gene_0274,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.891769311770766
gene_0275,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.33824044759763
gene_0276,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.61038980862971
gene_0277,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.36601279563209
gene_0278,True,late,moderate,symmetric,0.7085277071980082,20.0,-0.7629841223105824,0.774383040829737,1.692682519649865,1.692682519649865,28.428321011405693
gene_0279,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.019674156087536
gene_0280,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.809374900315355
gene_0281,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.301079301520417
gene_0282,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.88555238596072
gene_0283,True,middle,strong,symmetric,0.4942761757264975,20.0,0.9041278302926219,-0.7925771742435073,2.112241934890476,2.112241934890476,31.883981528174406
gene_0284,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.941065985488294
gene_0285,True,late,moderate,symmetric,0.6917661889245307,12.0,-0.6415939889072001,0.5913459181892443,1.135579399252789,1.135579399252789,34.613518229232994
gene_0286,True,early,weak,symmetric,0.21120605758384736,20.0,-0.3727355869058812,0.3214970171939931,0.9134868576907565,0.9134868576907565,26.384312378145754
gene_0287,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.56805539689393
gene_0288,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.76036954409592
gene_0289,True,middle,strong,symmetric,0.5349854430085794,16.0,1.1741145134116957,-1.1406868387486302,2.717735023263488,2.7177350232634874,27.013454781034845
gene_0290,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.400008826979033
gene_0291,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.025700603139402
gene_0292,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.798500096031827
gene_0293,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.475447484941032
gene_0294,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.46653988650145
gene_0295,True,early,weak,symmetric,0.24607095622222797,16.0,-0.23053222482648492,0.24686499905179746,0.6095523917542703,0.6095523917542703,26.193825459807424
gene_0296,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.08575180983248
gene_0297,True,late,moderate,symmetric,0.7115602140994686,20.0,0.8825854560436017,-0.862258884238485,1.915014032400117,1.915014032400117,23.376692205539882
gene_0298,True,middle,moderate,branch2_only,0.5986467713532603,16.0,0.0,-1.0661819117796392,1.2068534677024085,1.2068534677024085,38.681500953789765
gene_0299,True,late,strong,branch1_only,0.7152129777363468,24.0,2.324784327103114,0.0,2.6746429580585054,2.6746429580585054,23.221291238709096
gene_0300,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.746405139236998
gene_0301,True,late,strong,symmetric,0.684795369358873,28.0,-1.013745669412814,1.0796074988859587,2.5456824158146407,2.5456824158146407,33.69507076438431
gene_0302,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.517572606726855
gene_0303,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.31298037309381
gene_0304,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.568144048984117
gene_0305,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.05018957958486
gene_0306,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.155999708556788
gene_0307,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.164035114421836
gene_0308,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.219620556390755
gene_0309,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.039236219600895
gene_0310,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.001155661166855
gene_0311,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.572850403247845
gene_0312,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.122285825607914
gene_0313,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.01386303673554
gene_0314,True,late,strong,symmetric,0.6760663931228702,12.0,1.2186428322752072,-1.1964937260635153,2.2780270813202064,2.278027081320206,26.616903690537416
gene_0315,True,late,moderate,symmetric,0.7491264661701602,20.0,0.6003833620345388,-0.6276897884260134,1.2868401140877077,1.2868401140877075,21.006796587373984
gene_0316,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.59930484422331
gene_0317,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.7714400334358
gene_0318,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.39189915005005
gene_0319,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.215335757905038
gene_0320,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.72360420340708
gene_0321,True,early,strong,branch2_only,0.3306782237284073,28.0,0.0,2.2247935682397375,2.972017692726102,2.972017692726102,25.129213480055075
gene_0322,True,early,weak,branch2_only,0.24007944267718342,28.0,0.0,-0.725446742172378,0.9783154957207585,0.9783154957207586,39.01691666789265
gene_0323,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.32952266560076
gene_0324,True,middle,moderate,branch2_only,0.5729181655343591,28.0,0.0,0.9872387404250674,1.2590998674352067,1.2590998674352067,25.56680677727472
gene_0325,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.286079494882685
gene_0326,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.049842372488925
gene_0327,True,middle,strong,symmetric,0.4238426513499919,28.0,0.9273065708912892,-0.9603928186920413,2.4891619862570673,2.4891619862570673,23.610972120258754
gene_0328,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.90263874092843
gene_0329,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.319730684710805
gene_0330,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.386938515934634
gene_0331,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.70447044364126
gene_0332,True,middle,moderate,branch1_only,0.54336934568605,24.0,-0.8863276199021302,0.0,1.1168935726258695,1.1168935726258695,20.28266318137193
gene_0333,True,late,moderate,symmetric,0.6866948540495458,12.0,-0.7108898529705069,0.6303721153326965,1.245203030288451,1.245203030288451,28.11726732224418
gene_0334,True,late,weak,symmetric,0.6632368210750971,28.0,0.34118097155271343,-0.37149169379016467,0.8769854290079593,0.8769854290079593,30.80008465684434
gene_0335,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.615417122561404
gene_0336,True,middle,strong,symmetric,0.541079711414352,16.0,-1.3116930740807797,1.2409726751393582,2.9879614691949987,2.9879614691949987,27.192551661741078
gene_0337,True,early,strong,symmetric,0.341558766981812,12.0,0.9624371893843022,-0.7911704047687742,2.086194647070336,2.086194647070336,33.27501921386069
gene_0338,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.17056402907886
gene_0339,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.302822921887834
gene_0340,True,middle,moderate,symmetric,0.5483312819063811,20.0,0.7538723374646751,-0.7311257084030246,1.8135933251787384,1.8135933251787384,30.256691789435344
gene_0341,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.517162279628884
gene_0342,True,middle,weak,symmetric,0.42971724908664266,16.0,0.2898065626906475,-0.31985374009698414,0.7459096480579768,0.7459096480579768,32.27432264002996
gene_0343,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.337345718243583
gene_0344,True,early,moderate,symmetric,0.2046651006457171,20.0,-0.6308880840810456,0.5419508740125252,1.5444697354391923,1.5444697354391923,38.16778515494787
gene_0345,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.19992273356931
gene_0346,True,late,strong,symmetric,0.7166421636020309,24.0,1.1664232398267302,-1.4205976107103082,2.9725731544612124,2.972573154461213,20.73852840497954
gene_0347,True,early,weak,branch2_only,0.3801679634188486,20.0,0.0,-0.5092063468928568,0.6524389290563882,0.6524389290563883,36.74637643485362
gene_0348,True,middle,strong,symmetric,0.5659632539006284,28.0,-1.0637834049315174,0.9206858681453829,2.536258334333919,2.536258334333919,30.789828802994716
gene_0349,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.922253809427627
gene_0350,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.729154253701644
gene_0351,True,early,weak,symmetric,0.3576049816525766,20.0,0.24911672337026974,-0.26380195201256645,0.6601003626345545,0.6601003626345545,25.964022636128178
gene_0352,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.993387784320852
gene_0353,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.01206209086793
gene_0354,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.16963588606332
gene_0355,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.165541748203026
gene_0356,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.175947921330703
gene_0357,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.61895036871488
gene_0358,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.3875101582804
gene_0359,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.631001871507912
gene_0360,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.726917149231365
gene_0361,True,late,weak,symmetric,0.7796182149890393,20.0,0.276761100515315,-0.2770420240112792,0.552052618766945,0.5520526187669449,21.232798409176716
gene_0362,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.96336027568395
gene_0363,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.351363646310595
gene_0364,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.80758082642426
gene_0365,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.809155978719026
gene_0366,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.0881492910742
gene_0367,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.10354661491715
gene_0368,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.361288536364224
gene_0369,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.62981718839811
gene_0370,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.387518610524033
gene_0371,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.515837146185355
gene_0372,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.528897691070096
gene_0373,True,late,weak,symmetric,0.7359231057736897,20.0,-0.4474360842336869,0.404182258602894,0.9084693862488562,0.9084693862488563,39.873078963489505
gene_0374,True,late,moderate,symmetric,0.7166121378388386,24.0,-0.8186826439568395,0.7622020358899116,1.816537807620944,1.8165378076209442,21.231805447691997
gene_0375,True,middle,moderate,symmetric,0.45597325328824273,16.0,-0.4462497670691502,0.42142303306806483,1.0524251057446863,1.0524251057446863,34.98568394898973
gene_0376,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.369970282912085
gene_0377,True,middle,moderate,symmetric,0.509195814625461,24.0,0.7273087743160298,-0.6713268174763218,1.7802327470749457,1.7802327470749455,27.938434303559877
gene_0378,True,late,weak,symmetric,0.6322771191584283,20.0,0.35134583109393047,-0.36681119182812216,0.8409310216694876,0.8409310216694876,22.81668070215199
gene_0379,True,late,moderate,branch1_only,0.613045443026317,12.0,-1.8177385363006608,0.0,1.850286472284128,1.850286472284128,30.743429576587125
gene_0380,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.89848149339443
gene_0381,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.78901951384833
gene_0382,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.472664058280415
gene_0383,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.071794281490867
gene_0384,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.71088270879529
gene_0385,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.636993482378685
gene_0386,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.432978460925234
gene_0387,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.115671691613088
gene_0388,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.167940386871113
gene_0389,True,late,weak,symmetric,0.622809303861287,16.0,0.32711987720855096,-0.3361975298977462,0.7378768957416961,0.7378768957416961,37.534948487960435
gene_0390,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.273234568078433
gene_0391,True,late,moderate,branch1_only,0.7122260171611282,16.0,-1.7536382936266035,0.0,1.7791355229680066,1.7791355229680064,24.39284456319975
gene_0392,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.530700108677976
gene_0393,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.93180475541049
gene_0394,True,late,moderate,symmetric,0.7242942526181699,24.0,0.7301072992354595,-0.8264132780054821,1.7759633819293459,1.775963381929346,34.113638747741675
gene_0395,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.27944799593636
gene_0396,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.519382090936844
gene_0397,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.652507206024296
gene_0398,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.447505108368038
gene_0399,True,early,weak,symmetric,0.20492582223803268,16.0,0.3812839119849045,-0.3672968556623374,0.9622254573880002,0.9622254573880002,35.35801802207551
gene_0400,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.34872030111533
gene_0401,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.2515161325547
gene_0402,True,middle,strong,symmetric,0.4349211755251488,20.0,1.155808534218772,-1.038262840923546,2.776953672079689,2.7769536720796895,28.802330027073967
gene_0403,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.40450829464088
gene_0404,True,middle,moderate,symmetric,0.571099000156846,24.0,0.5080638221154739,-0.5425542723545593,1.3115352804919875,1.3115352804919875,33.25316294354492
gene_0405,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.84352274819412
gene_0406,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.23383109540036
gene_0407,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.964245518834897
gene_0408,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.12277995292328
gene_0409,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.703742755376116
gene_0410,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.04129998805116
gene_0411,True,late,moderate,symmetric,0.7630975938316317,16.0,-1.079254880632527,0.8884754328443724,1.8339875383954956,1.8339875383954953,33.24288681469545
gene_0412,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.62318966208581
gene_0413,True,middle,moderate,symmetric,0.4323612843766259,12.0,-0.6954586379983497,0.6048048186997971,1.4946600208107454,1.4946600208107454,37.03929999163505
gene_0414,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.926046506611407
gene_0415,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.267682182426277
gene_0416,True,late,strong,symmetric,0.601004640454387,28.0,0.8803944794157615,-0.8721822995358951,2.2145719515763993,2.2145719515763993,21.39275032756685
gene_0417,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.671407684352772
gene_0418,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.72761001985639
gene_0419,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.867660887750414
gene_0420,True,late,strong,branch2_only,0.7873699294403419,16.0,0.0,-3.0297236483822796,2.673994770360269,2.673994770360269,28.429491417093047
gene_0421,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.745088937012618
gene_0422,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.83249300023387
gene_0423,True,early,moderate,symmetric,0.3335583513863515,12.0,-0.8573065109319505,0.8017113900432683,1.9786824214461096,1.9786824214461098,26.615337005660034
gene_0424,True,late,weak,branch1_only,0.6594130641990702,12.0,0.6864529240269247,0.0,0.6624782278776615,0.6624782278776615,33.67111702327925
gene_0425,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.918578809571805
gene_0426,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.505815373602672
gene_0427,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.650686601866937
gene_0428,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.113518509701116
gene_0429,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.07631213187559
gene_0430,True,early,strong,symmetric,0.2702224095945397,24.0,0.918071607691428,-0.9252797586753653,2.448703444512796,2.448703444512796,20.015864224181424
gene_0431,True,late,moderate,symmetric,0.7081656408348959,24.0,-0.5359554813744103,0.43971725824474484,1.1293178864244666,1.1293178864244664,31.42123258555342
gene_0432,True,late,strong,branch2_only,0.6012588263036477,20.0,0.0,-1.8979236702194657,2.2622896966533257,2.2622896966533257,33.57249907070685
gene_0433,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.696475662463683
gene_0434,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.604764577262173
gene_0435,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.58988636698447
gene_0436,True,middle,strong,symmetric,0.5200892531943697,16.0,0.9623604883061708,-0.9555858626156102,2.2676967893948627,2.2676967893948627,32.081175500805514
gene_0437,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.665941375977333
gene_0438,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.10425335169848
gene_0439,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.92677480990739
gene_0440,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.33247768922725
gene_0441,True,late,strong,branch2_only,0.6397547108545045,28.0,0.0,1.8574307389043632,2.311326419081898,2.311326419081898,37.73277886083825
gene_0442,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.41901895086568
gene_0443,True,middle,strong,symmetric,0.5389435294821587,28.0,-1.0238874887631384,1.1883642562863346,2.8487004483906206,2.84870044839062,21.03265486124721
gene_0444,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.251398247684175
gene_0445,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.7836884136378
gene_0446,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.500330206738916
gene_0447,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.507021604747443
gene_0448,True,middle,moderate,symmetric,0.4853545559785639,20.0,-0.6163795407579395,0.5251780390330393,1.4250438602245468,1.4250438602245472,35.733707495167906
gene_0449,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.31368443266939
gene_0450,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.38086369680273
gene_0451,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.621477628305996
gene_0452,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.886261118874835
gene_0453,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.89963143813821
gene_0454,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.864939037192585
gene_0455,True,middle,strong,symmetric,0.5021423625762746,16.0,-1.330443296486194,1.1350622146673575,2.938133519329501,2.938133519329501,34.98406393765593
gene_0456,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.253042114074287
gene_0457,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.532676243434448
gene_0458,True,early,moderate,symmetric,0.25398994125191837,20.0,0.5318188132988659,-0.6332790819884246,1.524597155695678,1.524597155695678,37.126389376804816
gene_0459,True,late,strong,symmetric,0.7931821997340647,28.0,1.3600401876260315,-1.2549212883278036,2.8733468398563162,2.8733468398563162,23.261431688724684
gene_0460,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.664249985926002
gene_0461,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.68010079689816
gene_0462,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.45534918673506
gene_0463,True,middle,weak,symmetric,0.5401321250000206,12.0,-0.3342938564418218,0.3135788992102821,0.7012137012017798,0.70121370120178,31.299320614735564
gene_0464,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.97276773889861
gene_0465,True,late,weak,symmetric,0.6246412514937112,28.0,0.3400497179615569,-0.41472929207460096,0.9452429054617019,0.945242905461702,38.39633988551834
gene_0466,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.95315737494162
gene_0467,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.819678412598456
gene_0468,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.97033174618393
gene_0469,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.494388836397484
gene_0470,True,late,moderate,branch1_only,0.7250356847864818,24.0,-1.6813048850287398,0.0,1.916990309100991,1.916990309100991,32.408574161076366
gene_0471,True,late,moderate,symmetric,0.6742072822445702,20.0,-0.8173963753713863,0.9235057258394609,1.978302802528554,1.978302802528554,34.94028501394446
gene_0472,True,early,strong,symmetric,0.30799717742578614,12.0,1.1929316887926114,-1.0470253777089022,2.6921671006854972,2.6921671006854972,39.41557342213083
gene_0473,True,middle,weak,branch1_only,0.5180077500258586,28.0,0.4195355052255543,0.0,0.5430543556333438,0.5430543556333438,26.29402944932884
gene_0474,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.75252298352808
gene_0475,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.222048187794215
gene_0476,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.22150915383643
gene_0477,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.78427276022056
gene_0478,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.241038493284194
gene_0479,True,middle,moderate,symmetric,0.5162609055330253,24.0,0.6400139038486647,-0.6003948179348909,1.5757617951050025,1.5757617951050025,38.59685683540659
gene_0480,True,middle,weak,symmetric,0.41514735996832164,20.0,-0.4135099172228559,0.3406980467570423,0.9590826024371599,0.9590826024371599,28.73021435788131
gene_0481,True,early,strong,symmetric,0.3107717873791827,16.0,0.8177940364557805,-0.90646686170946,2.1747574627851476,2.1747574627851476,28.65931667912035
gene_0482,True,middle,moderate,symmetric,0.5804979411604566,16.0,0.5999048716612106,-0.7120816064983347,1.5024925012081929,1.502492501208193,31.498056210312484
