"cell_id","cell_type"
"W37313","Erythrocyte"
"W37314","Erythrocyte"
"W37315","Monocytes"
"W37317","Erythrocyte"
"W37318","Erythrocyte"
"W37319","Megakaryocytes"
"W37320","Multipotent progenitors"
"W37322","Neutrophils"
"W37323","Erythrocyte"
"W37324","Monocytes"
"W37325","Erythrocyte"
"W37326","Monocytes"
"W37327","Megakaryocytes"
"W37328","Multipotent progenitors"
"W37330","Monocytes"
"W37331","Basophils"
"W37332","Basophils"
"W37334","Basophils"
"W37335","Basophils"
"W37336","Erythrocyte"
"W37337","Monocytes"
"W37338","Erythrocyte"
"W37339","Erythrocyte"
"W37341","Neutrophils"
"W37342","Erythrocyte"
"W37344","Erythrocyte"
"W37345","Erythrocyte"
"W37346","Erythrocyte"
"W37347","Erythrocyte"
"W37348","Monocytes"
"W37349","Neutrophils"
"W37350","Monocytes"
"W37353","Erythrocyte"
"W37354","GMP"
"W37355","Multipotent progenitors"
"W37356","Multipotent progenitors"
"W37357","Monocytes"
"W37358","Basophils"
"W37361","Erythrocyte"
"W37362","Basophils"
"W37363","Monocytes"
"W37364","Erythrocyte"
"W37365","Erythrocyte"
"W37366","Erythrocyte"
"W37367","Monocytes"
"W37369","Erythrocyte"
"W37371","Erythrocyte"
"W37372","GMP"
"W37373","Basophils"
"W37374","Erythrocyte"
"W37375","Multipotent progenitors"
"W37376","Basophils"
"W37377","Erythrocyte"
"W37378","Erythrocyte"
"W37379","Monocytes"
"W37380","Erythrocyte"
"W37381","Erythrocyte"
"W37382","GMP"
"W37384","Basophils"
"W37385","Monocytes"
"W37386","Erythrocyte"
"W37387","Erythrocyte"
"W37389","Erythrocyte"
"W37390","Monocytes"
"W37391","Erythrocyte"
"W37392","Basophils"
"W37393","Erythrocyte"
"W37394","Basophils"
"W37395","Erythrocyte"
"W37396","Erythrocyte"
"W37397","Multipotent progenitors"
"W37398","Erythrocyte"
"W37399","Neutrophils"
"W37401","Monocytes"
"W37402","Monocytes"
"W37403","Erythrocyte"
"W37405","Neutrophils"
"W37406","Erythrocyte"
"W37407","Erythrocyte"
"W37409","Erythrocyte"
"W37410","Erythrocyte"
"W37411","Erythrocyte"
"W37412","Monocytes"
"W37413","Erythrocyte"
"W37414","Erythrocyte"
"W37415","Erythrocyte"
"W37417","Neutrophils"
"W37418","GMP"
"W37419","Monocytes"
"W37420","Erythrocyte"
"W37421","Erythrocyte"
"W37422","Erythrocyte"
"W37424","Monocytes"
"W37425","Multipotent progenitors"
"W37426","Erythrocyte"
"W37427","Multipotent progenitors"
"W37428","Erythrocyte"
"W37429","Erythrocyte"
"W37430","Basophils"
"W37431","Monocytes"
"W37432","Monocytes"
"W37433","Erythrocyte"
"W37434","Monocytes"
"W37435","Erythrocyte"
"W37436","Basophils"
"W37437","Erythrocyte"
"W37442","Erythrocyte"
"W37443","Monocytes"
"W37446","Erythrocyte"
"W37449","Neutrophils"
"W37450","Erythrocyte"
"W37451","Erythrocyte"
"W37452","GMP"
"W37453","Erythrocyte"
"W37454","Monocytes"
"W37455","Erythrocyte"
"W37456","Monocytes"
"W37457","Monocytes"
"W37458","Basophils"
"W37459","Erythrocyte"
"W37460","Neutrophils"
"W37461","Multipotent progenitors"
"W37462","Erythrocyte"
"W37463","Basophils"
"W37465","Erythrocyte"
"W37466","Monocytes"
"W37467","Monocytes"
"W37468","Megakaryocytes"
"W37469","Neutrophils"
"W37470","Monocytes"
"W37471","Neutrophils"
"W37473","Erythrocyte"
"W37474","Erythrocyte"
"W37475","GMP"
"W37476","Neutrophils"
"W37477","Erythrocyte"
"W37478","Monocytes"
"W37479","Erythrocyte"
"W37480","Monocytes"
"W37481","Basophils"
"W37482","Erythrocyte"
"W37483","GMP"
"W37484","Multipotent progenitors"
"W37485","Erythrocyte"
"W37486","Erythrocyte"
"W37487","Erythrocyte"
"W37488","Monocytes"
"W37489","Multipotent progenitors"
"W37490","Megakaryocytes"
"W37491","Monocytes"
"W37492","Erythrocyte"
"W37493","Erythrocyte"
"W37494","Monocytes"
"W37496","Basophils"
"W37497","Multipotent progenitors"
"W37498","Erythrocyte"
"W37499","Basophils"
"W37500","Basophils"
"W37501","Erythrocyte"
"W37502","Erythrocyte"
"W37504","Monocytes"
"W37505","Erythrocyte"
"W37506","Multipotent progenitors"
"W37507","Erythrocyte"
"W37508","Basophils"
"W37509","Monocytes"
"W37510","Erythrocyte"
"W37511","Erythrocyte"
"W37512","Erythrocyte"
"W37514","Basophils"
"W37515","Multipotent progenitors"
"W37516","Erythrocyte"
"W37517","Erythrocyte"
"W37518","GMP"
"W37519","Neutrophils"
"W37520","Erythrocyte"
"W37521","Monocytes"
"W37522","Erythrocyte"
"W37523","Erythrocyte"
"W37524","GMP"
"W37525","Neutrophils"
"W37526","Megakaryocytes"
"W37527","Erythrocyte"
"W37528","Monocytes"
"W37529","Erythrocyte"
"W37530","GMP"
"W37531","Multipotent progenitors"
"W37532","Monocytes"
"W37534","Erythrocyte"
"W37535","Monocytes"
"W37537","Erythrocyte"
"W37538","Erythrocyte"
"W37539","Erythrocyte"
"W37540","Erythrocyte"
"W37541","Erythrocyte"
"W37542","Erythrocyte"
"W37545","Erythrocyte"
"W37546","Basophils"
"W37548","Erythrocyte"
"W37549","Erythrocyte"
"W37551","Monocytes"
"W37552","Basophils"
"W37553","Basophils"
"W37554","Erythrocyte"
"W37555","Erythrocyte"
"W37557","Multipotent progenitors"
"W37558","GMP"
"W37561","Erythrocyte"
"W37562","Basophils"
"W37563","Erythrocyte"
"W37564","Basophils"
"W37565","Erythrocyte"
"W37566","Erythrocyte"
"W37567","GMP"
"W37568","Neutrophils"
"W37569","Monocytes"
"W37570","Neutrophils"
"W37572","GMP"
"W37573","Erythrocyte"
"W37574","Erythrocyte"
"W37575","Erythrocyte"
"W37577","Erythrocyte"
"W37578","Monocytes"
"W37579","Monocytes"
"W37580","Monocytes"
"W37581","GMP"
"W37582","Basophils"
"W37583","Erythrocyte"
"W37584","Multipotent progenitors"
"W37585","Basophils"
"W37586","Erythrocyte"
"W37587","Monocytes"
"W37588","Monocytes"
"W37589","Monocytes"
"W37591","Erythrocyte"
"W37593","Monocytes"
"W37594","Monocytes"
"W37595","GMP"
"W37596","Basophils"
"W37597","Neutrophils"
"W37599","Megakaryocytes"
"W37601","Basophils"
"W37602","Erythrocyte"
"W37603","Erythrocyte"
"W37604","Monocytes"
"W37605","Erythrocyte"
"W37606","Erythrocyte"
"W37607","Erythrocyte"
"W37608","Monocytes"
"W37609","Multipotent progenitors"
"W37610","Multipotent progenitors"
"W37611","Monocytes"
"W37612","Erythrocyte"
"W37613","Basophils"
"W37614","Erythrocyte"
"W37615","Neutrophils"
"W37617","Basophils"
"W37618","Monocytes"
"W37619","Megakaryocytes"
"W37620","Erythrocyte"
"W37621","Erythrocyte"
"W37622","Erythrocyte"
"W37624","Monocytes"
"W37625","Multipotent progenitors"
"W37627","Multipotent progenitors"
"W37628","GMP"
"W37629","Basophils"
"W37630","Erythrocyte"
"W37631","Erythrocyte"
"W37633","Erythrocyte"
"W37634","Erythrocyte"
"W37635","Erythrocyte"
"W37642","Multipotent progenitors"
"W37644","Megakaryocytes"
"W37650","Erythrocyte"
"W37651","Erythrocyte"
"W37653","GMP"
"W37654","Basophils"
"W37657","Monocytes"
"W37658","Erythrocyte"
"W37660","Basophils"
"W37661","Erythrocyte"
"W37663","Neutrophils"
"W37664","Monocytes"
"W37665","Erythrocyte"
"W37666","Multipotent progenitors"
"W37667","Basophils"
"W37668","Erythrocyte"
"W37669","Basophils"
"W37670","Erythrocyte"
"W37673","Monocytes"
"W37674","Multipotent progenitors"
"W37675","Erythrocyte"
"W37676","GMP"
"W37680","Basophils"
"W37682","Erythrocyte"
"W37683","Erythrocyte"
"W37684","Basophils"
"W37685","Basophils"
"W37686","Multipotent progenitors"
"W37687","Neutrophils"
"W37689","Monocytes"
"W37691","Erythrocyte"
"W37692","Erythrocyte"
"W37693","Erythrocyte"
"W37694","Basophils"
"W37696","Monocytes"
"W37698","Megakaryocytes"
"W37699","Erythrocyte"
"W37700","Monocytes"
"W37701","Monocytes"
"W37702","Monocytes"
"W37704","GMP"
"W37706","Monocytes"
"W37707","Monocytes"
"W37708","Erythrocyte"
"W37709","Multipotent progenitors"
"W37710","Erythrocyte"
"W37711","Neutrophils"
"W37712","GMP"
"W37713","Erythrocyte"
"W37714","Erythrocyte"
"W37715","Monocytes"
"W37716","Monocytes"
"W37717","Monocytes"
"W37718","Erythrocyte"
"W37719","Basophils"
"W37720","Erythrocyte"
"W37721","Basophils"
"W37722","Basophils"
"W37723","Multipotent progenitors"
"W37724","Erythrocyte"
"W37725","Erythrocyte"
"W37726","Erythrocyte"
"W37728","Monocytes"
"W37729","Basophils"
"W37730","Erythrocyte"
"W37731","Neutrophils"
"W37737","Erythrocyte"
"W37738","Erythrocyte"
"W37739","Basophils"
"W37745","Erythrocyte"
"W37746","Erythrocyte"
"W37747","Erythrocyte"
"W37748","Monocytes"
"W37753","Erythrocyte"
"W37754","Monocytes"
"W37756","Basophils"
"W37758","Monocytes"
"W37759","Erythrocyte"
"W37761","Erythrocyte"
"W37762","Basophils"
"W37763","Basophils"
"W37764","Basophils"
"W37765","Erythrocyte"
"W37766","Neutrophils"
"W37769","Erythrocyte"
"W37770","Basophils"
"W37771","Erythrocyte"
"W37772","Monocytes"
"W37776","Erythrocyte"
"W37777","Monocytes"
"W37778","Megakaryocytes"
"W37779","Erythrocyte"
"W37780","GMP"
"W37781","Erythrocyte"
"W37782","Erythrocyte"
"W37786","Erythrocyte"
"W37788","Monocytes"
"W37790","Erythrocyte"
"W37793","GMP"
"W37794","Neutrophils"
"W37795","Erythrocyte"
"W37796","Monocytes"
"W37797","Neutrophils"
"W37798","Erythrocyte"
"W37799","GMP"
"W37800","Neutrophils"
"W37801","Basophils"
"W37803","Monocytes"
"W37804","Erythrocyte"
"W37805","Basophils"
"W37806","Multipotent progenitors"
"W37807","Basophils"
"W37809","Basophils"
"W37811","Erythrocyte"
"W37812","Erythrocyte"
"W37813","Monocytes"
"W37817","Erythrocyte"
"W37818","Neutrophils"
"W37819","Erythrocyte"
"W37820","Erythrocyte"
"W37822","Monocytes"
"W37825","Monocytes"
"W37826","Basophils"
"W37828","Monocytes"
"W37830","Erythrocyte"
"W37833","Erythrocyte"
"W37835","Basophils"
"W37838","Erythrocyte"
"W37841","Erythrocyte"
"W37842","Monocytes"
"W37843","Basophils"
"W37844","Multipotent progenitors"
"W37847","Erythrocyte"
"W37848","Erythrocyte"
"W37849","Monocytes"
"W37850","Monocytes"
"W37851","Erythrocyte"
"W37852","Erythrocyte"
"W37853","Basophils"
"W37854","GMP"
"W37857","Basophils"
"W37858","Erythrocyte"
"W37859","Erythrocyte"
"W37860","GMP"
"W37861","Neutrophils"
"W37863","Neutrophils"
"W37864","Erythrocyte"
"W37865","Erythrocyte"
"W37866","Neutrophils"
"W37867","Multipotent progenitors"
"W37868","Monocytes"
"W37870","Monocytes"
"W37872","Monocytes"
"W37873","Erythrocyte"
"W37874","Erythrocyte"
"W37875","Erythrocyte"
"W37876","Erythrocyte"
"W37878","Erythrocyte"
"W37880","Monocytes"
"W37881","Erythrocyte"
"W37882","Monocytes"
"W37883","Monocytes"
"W37885","Basophils"
"W37886","Monocytes"
"W37887","Erythrocyte"
"W37888","Erythrocyte"
"W37889","Monocytes"
"W37890","Multipotent progenitors"
"W37891","Erythrocyte"
"W37892","Basophils"
"W37893","Erythrocyte"
"W37894","Monocytes"
"W37895","Monocytes"
"W37896","Erythrocyte"
"W37898","Monocytes"
"W37899","Erythrocyte"
"W37900","Erythrocyte"
"W37901","Erythrocyte"
"W37902","Neutrophils"
"W37903","Multipotent progenitors"
"W37904","Erythrocyte"
"W37906","GMP"
"W37907","Multipotent progenitors"
"W37908","Erythrocyte"
"W37909","Erythrocyte"
"W37910","Basophils"
"W37913","Erythrocyte"
"W37914","Multipotent progenitors"
"W37915","Erythrocyte"
"W37916","GMP"
"W37917","Erythrocyte"
"W37918","Erythrocyte"
"W37919","Erythrocyte"
"W37921","Basophils"
"W37922","Monocytes"
"W37923","Erythrocyte"
"W37924","Erythrocyte"
"W37929","Monocytes"
"W37935","Erythrocyte"
"W37937","Erythrocyte"
"W37938","Erythrocyte"
"W37939","Neutrophils"
"W37940","Erythrocyte"
"W37941","GMP"
"W37942","Monocytes"
"W37943","Basophils"
"W37945","GMP"
"W37946","Monocytes"
"W37948","Monocytes"
"W37951","Megakaryocytes"
"W37952","Erythrocyte"
"W37953","Monocytes"
"W37954","Monocytes"
"W37955","Erythrocyte"
"W37956","Neutrophils"
"W37957","Monocytes"
"W37959","Erythrocyte"
"W37960","Erythrocyte"
"W37961","Megakaryocytes"
"W37962","Monocytes"
"W37963","Monocytes"
"W37964","Erythrocyte"
"W37965","Erythrocyte"
"W37967","Erythrocyte"
"W37969","Erythrocyte"
"W37970","Megakaryocytes"
"W37971","Multipotent progenitors"
"W37972","GMP"
"W37974","Monocytes"
"W37975","Monocytes"
"W37977","Basophils"
"W37978","Erythrocyte"
"W37979","Multipotent progenitors"
"W37980","Erythrocyte"
"W37982","Basophils"
"W37983","Erythrocyte"
"W37984","GMP"
"W37985","Erythrocyte"
"W37986","Erythrocyte"
"W37988","Erythrocyte"
"W37989","Basophils"
"W37990","Monocytes"
"W37991","Erythrocyte"
"W37992","Monocytes"
"W37993","Monocytes"
"W37994","Erythrocyte"
"W37995","Monocytes"
"W37996","Neutrophils"
"W37997","Monocytes"
"W38000","Megakaryocytes"
"W38001","Neutrophils"
"W38002","Neutrophils"
"W38003","Erythrocyte"
"W38004","Megakaryocytes"
"W38005","Erythrocyte"
"W38006","Erythrocyte"
"W38008","Monocytes"
"W38009","Basophils"
"W38010","Erythrocyte"
"W38011","Monocytes"
"W38012","Erythrocyte"
"W38013","Erythrocyte"
"W38014","Neutrophils"
"W38017","Erythrocyte"
"W38018","Monocytes"
"W38019","Multipotent progenitors"
"W38020","Multipotent progenitors"
"W38021","GMP"
"W38022","Monocytes"
"W38023","Erythrocyte"
"W38025","Erythrocyte"
"W38026","Basophils"
"W38027","Monocytes"
"W38030","Neutrophils"
"W38031","Erythrocyte"
"W38032","Erythrocyte"
"W38033","Erythrocyte"
"W38034","Erythrocyte"
"W38035","Multipotent progenitors"
"W38036","Megakaryocytes"
"W38037","Erythrocyte"
"W38039","Neutrophils"
"W38040","Erythrocyte"
"W38041","Monocytes"
"W38042","Erythrocyte"
"W38043","Erythrocyte"
"W38045","Erythrocyte"
"W38046","Monocytes"
"W38047","Monocytes"
"W38048","Erythrocyte"
"W38049","GMP"
"W38050","Erythrocyte"
"W38051","Erythrocyte"
"W38052","Neutrophils"
"W38053","Monocytes"
"W38054","Multipotent progenitors"
"W38055","Erythrocyte"
"W38056","GMP"
"W38057","Erythrocyte"
"W38058","Monocytes"
"W38059","Multipotent progenitors"
"W38060","Erythrocyte"
"W38061","GMP"
"W38062","GMP"
"W38063","Erythrocyte"
"W38064","Multipotent progenitors"
"W38065","Erythrocyte"
"W38066","Erythrocyte"
"W38067","Multipotent progenitors"
"W38068","Basophils"
"W38069","Erythrocyte"
"W38070","Monocytes"
"W38071","Megakaryocytes"
"W38072","GMP"
"W38073","Erythrocyte"
"W38074","Erythrocyte"
"W38075","Erythrocyte"
"W38076","Multipotent progenitors"
"W38077","Erythrocyte"
"W38078","Neutrophils"
"W38079","Erythrocyte"
"W38080","Erythrocyte"
"W38081","Erythrocyte"
"W38082","Erythrocyte"
"W38083","Multipotent progenitors"
"W38084","Erythrocyte"
"W38085","Neutrophils"
"W38086","Erythrocyte"
"W38087","Basophils"
"W38088","GMP"
"W38090","Erythrocyte"
"W38091","Erythrocyte"
"W38092","GMP"
"W38093","Erythrocyte"
"W38094","Monocytes"
"W38095","Monocytes"
"W38096","Multipotent progenitors"
"W38097","Basophils"
"W38098","Monocytes"
"W38100","Monocytes"
"W38101","Monocytes"
"W38102","Erythrocyte"
"W38103","Neutrophils"
"W38104","Multipotent progenitors"
"W38105","Monocytes"
"W38106","GMP"
"W38107","Monocytes"
"W38108","Erythrocyte"
"W38109","Monocytes"
"W38110","Neutrophils"
"W38111","Erythrocyte"
"W38112","GMP"
"W38113","Neutrophils"
"W38114","Monocytes"
"W38115","Monocytes"
"W38116","Erythrocyte"
"W38117","Basophils"
"W38118","Erythrocyte"
"W38119","Erythrocyte"
"W38121","Basophils"
"W38123","Erythrocyte"
"W38124","Erythrocyte"
"W38125","Erythrocyte"
"W38126","Erythrocyte"
"W38127","Erythrocyte"
"W38128","Basophils"
"W38129","Basophils"
"W38130","Monocytes"
"W38131","Neutrophils"
"W38132","Erythrocyte"
"W38133","Erythrocyte"
"W38134","Erythrocyte"
"W38135","Multipotent progenitors"
"W38136","Erythrocyte"
"W38137","Erythrocyte"
"W38138","Erythrocyte"
"W38140","Monocytes"
"W38141","Monocytes"
"W38142","Erythrocyte"
"W38143","Basophils"
"W38144","Erythrocyte"
"W38145","Erythrocyte"
"W38146","Erythrocyte"
"W38147","Erythrocyte"
"W38148","Neutrophils"
"W38149","Multipotent progenitors"
"W38150","Erythrocyte"
"W38151","Erythrocyte"
"W38152","Multipotent progenitors"
"W38153","Erythrocyte"
"W38154","Erythrocyte"
"W38155","Erythrocyte"
"W38156","Erythrocyte"
"W38157","GMP"
"W38158","Erythrocyte"
"W38159","GMP"
"W38161","Neutrophils"
"W38162","Erythrocyte"
"W38163","Erythrocyte"
"W38164","Erythrocyte"
"W38165","Erythrocyte"
"W38166","Erythrocyte"
"W38167","Monocytes"
"W38168","Monocytes"
"W38169","Neutrophils"
"W38170","GMP"
"W38171","Monocytes"
"W38172","Monocytes"
"W38173","Erythrocyte"
"W38175","Erythrocyte"
"W38176","Erythrocyte"
"W38177","Erythrocyte"
"W38180","Neutrophils"
"W38181","Erythrocyte"
"W38182","Basophils"
"W38183","Erythrocyte"
"W38184","Monocytes"
"W38185","Erythrocyte"
"W38186","Erythrocyte"
"W38187","Erythrocyte"
"W38188","Erythrocyte"
"W38189","Neutrophils"
"W38190","Erythrocyte"
"W38191","Basophils"
"W38192","Erythrocyte"
"W38193","Basophils"
"W38194","Monocytes"
"W38195","Monocytes"
"W38196","Monocytes"
"W38197","GMP"
"W38198","Erythrocyte"
"W38199","Basophils"
"W38200","Erythrocyte"
"W38201","Erythrocyte"
"W38202","Erythrocyte"
"W38203","Multipotent progenitors"
"W38204","Erythrocyte"
"W38205","Monocytes"
"W38206","Erythrocyte"
"W38207","Multipotent progenitors"
"W38208","Monocytes"
"W38209","Erythrocyte"
"W38210","Basophils"
"W38211","Erythrocyte"
"W38212","Monocytes"
"W38213","Monocytes"
"W38214","Basophils"
"W38215","Monocytes"
"W38217","Erythrocyte"
"W38218","Monocytes"
"W38219","Erythrocyte"
"W38220","Erythrocyte"
"W38221","Monocytes"
"W38222","Megakaryocytes"
"W38223","Megakaryocytes"
"W38224","Multipotent progenitors"
"W38225","Monocytes"
"W38226","Monocytes"
"W38227","Basophils"
"W38228","Neutrophils"
"W38229","Erythrocyte"
"W38230","Erythrocyte"
"W38231","Erythrocyte"
"W38232","Basophils"
"W38233","Erythrocyte"
"W38234","Erythrocyte"
"W38235","Basophils"
"W38237","GMP"
"W38238","Erythrocyte"
"W38239","Erythrocyte"
"W38240","Multipotent progenitors"
"W38241","Multipotent progenitors"
"W38242","Erythrocyte"
"W38243","Erythrocyte"
"W38244","Neutrophils"
"W38245","Multipotent progenitors"
"W38246","Monocytes"
"W38247","Erythrocyte"
"W38248","Erythrocyte"
"W38249","GMP"
"W38250","Basophils"
"W38251","Erythrocyte"
"W38252","Monocytes"
"W38253","GMP"
"W38254","Erythrocyte"
"W38255","Multipotent progenitors"
"W38256","Erythrocyte"
"W38257","Monocytes"
"W38258","Monocytes"
"W38259","Erythrocyte"
"W38260","Erythrocyte"
"W38261","Erythrocyte"
"W38262","Erythrocyte"
"W38263","Neutrophils"
"W38264","Erythrocyte"
"W38266","Multipotent progenitors"
"W38268","Erythrocyte"
"W38269","Basophils"
"W38270","Erythrocyte"
"W38271","GMP"
"W38272","Erythrocyte"
"W38273","Erythrocyte"
"W38274","Basophils"
"W38275","Erythrocyte"
"W38276","Erythrocyte"
"W38277","Basophils"
"W38278","Monocytes"
"W38279","Monocytes"
"W38280","Basophils"
"W38282","Erythrocyte"
"W38283","Erythrocyte"
"W38284","Neutrophils"
"W38285","Monocytes"
"W38286","Monocytes"
"W38287","Erythrocyte"
"W38288","Erythrocyte"
"W38289","Erythrocyte"
"W38290","GMP"
"W38291","Monocytes"
"W38292","Erythrocyte"
"W38293","Erythrocyte"
"W38294","Monocytes"
"W38295","Basophils"
"W38296","Monocytes"
"W38297","Basophils"
"W38298","Monocytes"
"W38299","Basophils"
"W38300","Neutrophils"
"W38301","Basophils"
"W38302","Erythrocyte"
"W38303","Monocytes"
"W38304","Erythrocyte"
"W38305","Monocytes"
"W38306","Basophils"
"W38307","Monocytes"
"W38308","Erythrocyte"
"W38309","GMP"
"W38310","Basophils"
"W38311","Erythrocyte"
"W38313","Megakaryocytes"
"W38314","Erythrocyte"
"W38315","Monocytes"
"W38316","Monocytes"
"W38318","Neutrophils"
"W38319","Monocytes"
"W38320","GMP"
"W38321","Neutrophils"
"W38322","Basophils"
"W38323","GMP"
"W38324","Monocytes"
"W38326","Monocytes"
"W38327","Monocytes"
"W38328","Multipotent progenitors"
"W38329","Monocytes"
"W38330","Neutrophils"
"W38331","Erythrocyte"
"W38332","Monocytes"
"W38333","Monocytes"
"W38334","Erythrocyte"
"W38335","Erythrocyte"
"W38336","Monocytes"
"W38337","Erythrocyte"
"W38338","Erythrocyte"
"W38339","Erythrocyte"
"W38340","Erythrocyte"
"W38341","Erythrocyte"
"W38342","Monocytes"
"W38343","Erythrocyte"
"W38344","Monocytes"
"W38345","Monocytes"
"W38346","Erythrocyte"
"W38347","Erythrocyte"
"W38348","Basophils"
"W38349","Erythrocyte"
"W38350","Basophils"
"W38351","Erythrocyte"
"W38352","Monocytes"
"W38353","Erythrocyte"
"W38354","GMP"
"W38355","Erythrocyte"
"W38356","Monocytes"
"W38357","Erythrocyte"
"W38358","Monocytes"
"W38359","Erythrocyte"
"W38360","Erythrocyte"
"W38361","Erythrocyte"
"W38362","Erythrocyte"
"W38363","Monocytes"
"W38364","Erythrocyte"
"W38365","Erythrocyte"
"W38366","Erythrocyte"
"W38367","Erythrocyte"
"W38368","GMP"
"W38369","Erythrocyte"
"W38370","Erythrocyte"
"W38372","Multipotent progenitors"
"W38373","Erythrocyte"
"W38374","Multipotent progenitors"
"W38375","Erythrocyte"
"W38376","Multipotent progenitors"
"W38377","GMP"
"W38379","Erythrocyte"
"W38380","Neutrophils"
"W38381","Monocytes"
"W38382","Monocytes"
"W38383","Basophils"
"W38384","Multipotent progenitors"
"W38385","Neutrophils"
"W38386","Erythrocyte"
"W38387","Erythrocyte"
"W38388","Multipotent progenitors"
"W38389","Erythrocyte"
"W38390","Monocytes"
"W38391","Erythrocyte"
"W38392","Erythrocyte"
"W38393","Erythrocyte"
"W38394","Erythrocyte"
"W38395","Erythrocyte"
"W38396","Erythrocyte"
"W38398","Megakaryocytes"
"W38399","Erythrocyte"
"W38400","Erythrocyte"
"W38401","Basophils"
"W38402","Erythrocyte"
"W38403","Basophils"
"W38404","Multipotent progenitors"
"W38405","Erythrocyte"
"W38406","Erythrocyte"
"W38407","Basophils"
"W38409","Erythrocyte"
"W38410","Monocytes"
"W38411","Monocytes"
"W38412","Erythrocyte"
"W38413","GMP"
"W38414","Neutrophils"
"W38415","Erythrocyte"
"W38416","Monocytes"
"W38417","Monocytes"
"W38418","GMP"
"W38419","Erythrocyte"
"W38420","GMP"
"W38421","Monocytes"
"W38422","Erythrocyte"
"W38423","Erythrocyte"
"W38425","Monocytes"
"W38426","Erythrocyte"
"W38427","Monocytes"
"W38428","Monocytes"
"W38429","GMP"
"W38430","Monocytes"
"W38431","Monocytes"
"W38433","Monocytes"
"W38434","Basophils"
"W38435","Neutrophils"
"W38436","Monocytes"
"W38437","Erythrocyte"
"W38438","Monocytes"
"W38439","GMP"
"W38440","Erythrocyte"
"W38441","Monocytes"
"W38443","Erythrocyte"
"W38444","GMP"
"W38445","Neutrophils"
"W38446","Neutrophils"
"W38447","Basophils"
"W38448","Erythrocyte"
"W38449","Erythrocyte"
"W38450","Erythrocyte"
"W38451","Monocytes"
"W38452","Erythrocyte"
"W38453","Monocytes"
"W38454","Erythrocyte"
"W38455","Erythrocyte"
"W38456","GMP"
"W38457","Basophils"
"W38458","Erythrocyte"
"W38459","Erythrocyte"
"W38460","Neutrophils"
"W38461","Basophils"
"W38462","Monocytes"
"W38463","Erythrocyte"
"W38464","Erythrocyte"
"W38465","Erythrocyte"
"W38466","Multipotent progenitors"
"W38467","GMP"
"W38468","Erythrocyte"
"W38469","Erythrocyte"
"W38470","Neutrophils"
"W38471","Basophils"
"W38474","Multipotent progenitors"
"W38475","Basophils"
"W38477","Erythrocyte"
"W38478","Multipotent progenitors"
"W38480","Erythrocyte"
"W38481","Basophils"
"W38482","Erythrocyte"
"W38483","Erythrocyte"
"W38484","Erythrocyte"
"W38485","GMP"
"W38486","Erythrocyte"
"W38488","Erythrocyte"
"W38489","Monocytes"
"W38491","Neutrophils"
"W38492","Erythrocyte"
"W38493","Erythrocyte"
"W38494","Monocytes"
"W38495","Monocytes"
"W38496","GMP"
"W38497","GMP"
"W38498","Monocytes"
"W38500","Erythrocyte"
"W38501","Erythrocyte"
"W38502","Erythrocyte"
"W38503","Erythrocyte"
"W38505","Erythrocyte"
"W38506","Neutrophils"
"W38507","Erythrocyte"
"W38509","Neutrophils"
"W38510","Erythrocyte"
"W38512","Basophils"
"W38515","Erythrocyte"
"W38516","Erythrocyte"
"W38517","Erythrocyte"
"W38519","Monocytes"
"W38521","Erythrocyte"
"W38522","Erythrocyte"
"W38523","Megakaryocytes"
"W38524","Megakaryocytes"
"W38525","Monocytes"
"W38526","Monocytes"
"W38527","Erythrocyte"
"W38528","Erythrocyte"
"W38529","Multipotent progenitors"
"W38530","Neutrophils"
"W38531","Neutrophils"
"W38532","Monocytes"
"W38533","Erythrocyte"
"W38534","Erythrocyte"
"W38535","Neutrophils"
"W38536","Neutrophils"
"W38537","Erythrocyte"
"W38538","Erythrocyte"
"W38539","Monocytes"
"W38540","Neutrophils"
"W38541","Multipotent progenitors"
"W38543","Erythrocyte"
"W38544","Erythrocyte"
"W38545","Erythrocyte"
"W38546","Erythrocyte"
"W38547","Erythrocyte"
"W38548","Erythrocyte"
"W38549","GMP"
"W38550","Basophils"
"W38551","Basophils"
"W38552","Erythrocyte"
"W38553","Erythrocyte"
"W38554","Erythrocyte"
"W38555","Erythrocyte"
"W38556","Monocytes"
"W38558","Erythrocyte"
"W38559","Erythrocyte"
"W38560","Erythrocyte"
"W38561","GMP"
"W38563","Erythrocyte"
"W38564","Monocytes"
"W38565","Neutrophils"
"W38568","Basophils"
"W38569","Erythrocyte"
"W38570","Monocytes"
"W38571","Basophils"
"W38572","Erythrocyte"
"W38573","Erythrocyte"
"W38575","Erythrocyte"
"W38576","GMP"
"W38577","Erythrocyte"
"W38578","Monocytes"
"W38579","Basophils"
"W38580","Monocytes"
"W38581","Neutrophils"
"W38582","Erythrocyte"
"W38583","GMP"
"W38584","Erythrocyte"
"W38585","Neutrophils"
"W38586","Erythrocyte"
"W38587","Monocytes"
"W38588","Monocytes"
"W38589","Basophils"
"W38590","Multipotent progenitors"
"W38591","GMP"
"W38592","Monocytes"
"W38593","Erythrocyte"
"W38594","Monocytes"
"W38595","Erythrocyte"
"W38596","GMP"
"W38597","Erythrocyte"
"W38598","Multipotent progenitors"
"W38599","Erythrocyte"
"W38601","Basophils"
"W38602","Neutrophils"
